title,link
Ivanti.Connect.Secure.CVE-2025-0282.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57117
WordPress.Share.Buttons.Plugin.CVE-2024-55982.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57115
SOPlanning.upload.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57108
TOTOLINK.EX1200L.setDefResponse.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57107
Tenda.FH1206.GstDhcpSetSer.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57102
D-Link.DNS.cgi_get_cooliris.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56912
D-Link.DNS.cgi_move_photo.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56913
D-Link.DNS.cgi_s3_modify.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56905
D-Link.DNS.cgi_set_cover.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56915
D-Link.DNS.myMusic.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56907
Palo.Alto.Networks.Expedition.CVE-2024-9463.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56904
D-Link.DNS.Webdav_Account_Info.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56900
D-Link.DNS.cgi_s3.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56901
D-Link.DNS.f_mount.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56896
D-Link.DNS.f_newly_dev.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56895
D-Link.DNS.f_source_dev.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56892
D-Link.DNS.module_enable_disable.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56898
FortiManager.fgfmsd.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56902
Palo.Alto.Networks.PAN-OS.CVE-2024-0012.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56894
WordPress.WPLMS.envato-setup-export.php.Arbitrary.File.Access,https://www.fortiguard.com/encyclopedia/ips/56893
Comfast.XR11.mbox-config.iface.Parameter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56612
Tenda.G3.Auth.usbPartitionName.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56868
DedeBIZ.action_search.XSS,https://www.fortiguard.com/encyclopedia/ips/56876
WordPress.Plugin.LubusWPQueryConsole.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56872
WordPress.Plugin.WuxBlogEditor.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/56873
SpagoBI.groovy.SCRIPT.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57292
JeecgBoot.CVE-2023-34659.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57287
Schneider.Electric.Andover.Continuum.Web.Client.AcDev.XXE,https://www.fortiguard.com/encyclopedia/ips/57284
vBulletin.getIndexableContent.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57277
TOTOLINK.CA300-PoE.FileName.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57272
TOTOLINK.CA300-PoE.setNetworkDiag.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57274
TOTOLINK.CA300-PoE.setRebootScheCfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57273
TOTOLINK.T8.serverIp.MQTT.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57271
Apache.OFBiz.CVE-2024-45195.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57263
PRTG.Network.Monitor.addusers.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57265
D-Link.DAR-7000.editrole.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57257
D-Link.DAR-7000.workidajax.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57256
ABB.Cylon.ASPECT.bbmdUpdate.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57109
ABB.Cylon.ASPECT.obtainPorts.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57005
ABB.Cylon.ASPECT.syslogUpdate.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57027
ABB.Cylon.ASPECT.webServerUpdate.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57114
D-Link.DIR-816.A2.form2IPQoSTcDel.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56974
Mitel.SIP.Phones.CVE-2024-41710.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57248
Wago.Devices.Legal.Info.Plugin.Licenses.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56264
Wavlink.WN579X3.adm.cgi.pingIp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57209
DBL.DBLTek.Devices.CVE-2017-16934.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56635
Coredy.CX-E120.Root.Password.Reset.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56628
Ivanti.Endpoint.Manager.CVE-2024-29847.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56625
QNAP.QTS.CVE-2017-17033.qpkg.lang.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56626
WordPress.Email.Subscribers.status.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56627
ZTE.ZXDSL.resetrouter.cgi.lanRefresh.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56629
Apache.OFBiz.CVE-2024-45507.SSRF.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56615
Humax.Digital.HG100R.GatewaySettings.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56621
GL.iNet.Devices.CVE-2024-39226.Port.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56613
Smart.HMI.WebIQ.webui.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56610
WordPress.WPML.CVE-2024-6386.SSTI,https://www.fortiguard.com/encyclopedia/ips/56609
Cisco.Devices.CVE-2018-0125.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56605
VICIdial.VERM_AJAX_functions.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56606
BrightSign.4K242.storage_html.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56492
Eaton.IPM.Node_upgrade_srv.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56440
NETGEAR.DGN.BSW_cxttongr.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56446
SPIP.BigUp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56584
SQLPad.Connections.SSTI,https://www.fortiguard.com/encyclopedia/ips/56591
Synology.Photo.Station.CVE-2019-11821.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56588
TOTOLINK.CP450.cstecgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56546
ABB.Cylon.ASPECT.caldavUtil.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56703
ABUS.TVIP.Cameras.Admin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56723
TRENDnet.TEW-820AP.formDnsv6.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56861
Tenda.G3.setDebugCfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56871
Navidrome.API.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56866
D-Link.DNS.account_mgr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56857
EnGenius.EWS356-FIT.diag_iperf.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56856
DCN.DCME-320.ip_inter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56854
Linksys.EA7500.UPnP.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56849
Liferay.Portal.CVE-2019-16891.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/56841
Liferay.Portal.CVE-2021-33990.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/56831
Tenda.AX1803.AdvSetLanip.lanIp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56225
Acronis.Cyber.Infrastructure.Default.Password.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/56823
CyberPanel.getresetstatus.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56818
CyberPanel.upgrademysqlstatus.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56828
Ivanti.Avalanche.SecureFilter.doFilter.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56822
PTZOptics.PT30X.param.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56827
PTZOptics.PT30X.post_network_other_com.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56825
WordPress.Automatic.Plugin.wp_automatic.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/56820
Grafana.Labs.Grafana.SQL.Expressions.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56797
Nanometrics.Centaur.and.TitanSMA.zsl.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56707
Tenda.G3.umountUSBPartition.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56698
Foscam.C1.extract_param.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56687
Tenda.AX1803.SetIPTVCfg.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56570
Tenda.CH22.frmL7PlotForm.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56647
Tenda.G3.SetSysTimeCfg.manualTime.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56562
WordPress.The.Events.Calendar.order.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56691
Apache.HTTP.Server.mod_rewrite.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56685
SMTP.RCPT.TO.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56686
ABB.Cylon.ASPECT.NetworkDiagAjax.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56680
D-Link.DIR-820.ping_addr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56681
CloudPanel.file-manager.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56645
FlowiseAI.Flowise.Chatbot.XSS,https://www.fortiguard.com/encyclopedia/ips/56677
ABB.Cylon.ASPECT.bigUpload.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56669
ABB.Cylon.ASPECT.databaseFileDelete.php.Arbitrary.File.Deletion,https://www.fortiguard.com/encyclopedia/ips/56670
Chamilo.LMS.additional_webservices.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56639
Synology.Calendar.X-Real-IP.Header.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56643
Telstra.Arcadyan.LH1000.fake_upload.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56644
Tenda.N300.RouterCfm.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56640
VMware.Spring.Cloud.Data.Flow.Skipper.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56636
