title,link
Ivanti.Cloud.Services.Appliance.Admin.Web.Console.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57294
MS.Windows.NTLM.CVE-2025-21377.Spoofing,https://www.fortiguard.com/encyclopedia/ips/57241
D-Link.DIR-822.SetNetworkTomographySettings.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57290
Gemtek.Routers.mon_diag_addr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57291
MS.SharePoint.Server.CVE-2025-21400.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57243
MS.Windows.CoreMessaging.CVE-2025-21184.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57245
MS.Windows.CoreMessaging.CVE-2025-21358.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57244
MS.Windows.DWM.CVE-2025-21414.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57240
MS.Windows.LDAP.CVE-2025-21376.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57249
MS.Windows.Storage.CVE-2025-21391.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57246
Apache.Struts.Conversion.Error.OGNL.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57281
D-Link.DIR-823X.set_wifi_blacklists.DoS,https://www.fortiguard.com/encyclopedia/ips/57288
JavaMelody.parseSoapMethodName.XXE,https://www.fortiguard.com/encyclopedia/ips/57283
Mailtrain.statsClickedSubscribersByColumn.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57278
OpenCV.CVE-2019-14493.Null.Pointer.Dereference,https://www.fortiguard.com/encyclopedia/ips/57280
Oracle.Business.Intelligence.ReportTemplateService.XXE,https://www.fortiguard.com/encyclopedia/ips/57285
SAP.Internet.Graphics.Server.XMLCHART.XXE,https://www.fortiguard.com/encyclopedia/ips/57282
WordPress.Email.Subscription.Popup.store_email.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57276
WordPress.WPDM.Premium.Packages.wpdmpro.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57275
MS.Windows.File.System.CVE-2025-21315.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57055
MS.Windows.Kerberos.CVE-2025-21299.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/57070
MS.Windows.Search.Service.CVE-2025-21292.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57071
MS.Word.CVE-2025-21365.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57058
Microsoft.Excel.CVE-2025-21354.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57056
QNAP.QTS.utilRequest.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57134
Tenda.FH1201.frmL7ImForm.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57121
Tenda.FH1201.fromAdvSetWan.PPPOEPassword.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57123
Tenda.FH1201.fromAdvSetWan.pptpPPW.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57122
Tenda.FH1201.fromP2pListFilter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57120
Tenda.FH1201.fromSafeClientFilter.page.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57124
Tenda.FH1201.fromWizardHandle.mit_pptpusrpw.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57125
Tenda.FH1201.fromwebExcptypemanFilter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57127
Tenda.FH1201.qossetting.page.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57126
Tenda.FH1206.L7Prot.page.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57129
Tenda.FH1206.fromSetlpBind.page.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57128
Tenda.O3.formQosSet.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57132
D-Link.DIR-605L.formSetWanPPPoE.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57021
D-Link.DIR-605L.formWlanWizardSetup.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57015
Netis.Router.skk_set.cgi.Unauthenticated.Password.Reset,https://www.fortiguard.com/encyclopedia/ips/57118
EnGenius.Devices.diag_traceroute.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57023
EnGenius.Devices.diag_traceroute6.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57025
Rockwell.Automation.Allen-Bradley.Flex.IO.Network.Segment.DoS,https://www.fortiguard.com/encyclopedia/ips/57019
EnGenius.Devices.sn_https.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57014
Reolink.Devices.TestEmail.addr1.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57010
WordPress.Plugin.PDF.Generator.For.Elementor.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57013
Plex.Media.Server.Reflection.Amplification.DDoS,https://www.fortiguard.com/encyclopedia/ips/57008
WordPress.WP.Time.Capsule.UploadHandler.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57007
EnGenius.Devices.wifi_schedule.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57002
Ivanti.Connect.Secure.admincert.cgi.CRLF.Injection,https://www.fortiguard.com/encyclopedia/ips/56990
LibreNMS.snmpget.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57001
Peplink.Balance.Two.portal_id.agree_button.XSS,https://www.fortiguard.com/encyclopedia/ips/56988
Tenda.AC7.WifiWpsStart.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56992
WordPress.Project.Manager.activities.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56984
Tenda.O3.setMacFilterList.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56976
Adobe.Acrobat.CVE-2024-49532.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/56965
Adobe.Acrobat.CVE-2024-49533.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/56967
Adobe.Acrobat.CVE-2024-49534.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/56963
Adobe.Acrobat.CVE-2024-49535.XXE,https://www.fortiguard.com/encyclopedia/ips/56964
MS.Windows.CLFS.Driver.CVE-2024-49088.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/56937
Atlassian.SourceTree.Mercurial.Repository.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57269
WatchGuard.Fireware.OS.Authenticated.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57268
DigiEver.DS-2105.Pro.access_device.cgi.Arbitrary.File.Read,https://www.fortiguard.com/encyclopedia/ips/57267
DigiEver.DS-2105.Pro.time_tzsetup.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57266
MS.NET.Framework.CVE-2024-29059.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57264
OPC.UA.Multiple.Servers.Complex.Nested.Message.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57262
TRENDnet.TEW-821DAP.adm_add_user.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57261
TRENDnet.TEW-821DAP.adm_mod_pwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57260
Arechclient2.Botnet,https://www.fortiguard.com/encyclopedia/ips/57225
D-Link.DAR-7000.edit_manageadmin.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57258
D-Link.DIR-822.HNAP1.SetPlcNetworkpwd.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57255
ManageEngine.Analytics.ZROPIntegServlet.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/57254
Tibbo.AggreGate.fileuploadToTem.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/57253
Webmin.CGI.get_autocomplete_shell.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57252
D-Link.DIR-605L.formSetWanL2TP.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56982
D-Link.DIR-605L.formSetWanPPTP.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56983
D-Link.DIR-823X.set_ntp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56196
TP-Link.TL-IPC42C.Web.Panel.Login.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56946
D-Link.DSL-3782.Network.asp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57239
D-Link.DSL-3782.ParentalControl.asp.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57242
Selenium.Server.Grid.WebDriver.CSRF,https://www.fortiguard.com/encyclopedia/ips/57116
WordPress.Bit.File.Manager.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57112
ABB.Cylon.ASPECT.MapServicesHandler.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/57106
ABB.Cylon.ASPECT.factorySaved.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/57103
ABB.Cylon.ASPECT.factorySetSerialNum.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57105
ABB.Cylon.ASPECT.webServerDeviceLabelUpdate.DoS,https://www.fortiguard.com/encyclopedia/ips/57104
GitLab.glm_source.Regular.Expression.DoS,https://www.fortiguard.com/encyclopedia/ips/57099
Elastix.iridium_threed.transactionID.Blind.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57092
MS.Windows.LDAP.CVE-2024-49113.DoS,https://www.fortiguard.com/encyclopedia/ips/57091
Tenda.i22.apPortalAuth.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57096
D-Link.COVR-2600R.HNAP1.REFERER.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57088
Foxit.Reader.3D.Page.Object.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/57084
Foxit.Reader.Checkbox.Calculate.CBF_Widget.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/57083
KT.KM08-708H.mcr_setFwUpgrade.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57087
NETGEAR.DGN1000.setup.cgi.c4_IPAddr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57086
DrayTek.Routers.apmcfgupload.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57081
DrayTek.Routers.apmcfgupptim.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57079
Four-Faith.Routers.adj_time_year.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57077
HMS.Networks.Ewon.Flexy.205.jvmCmd.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/57075
PaperCut.NG.and.MF.PrintDeployProxyController.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57076
Wavlink.AC3000.nas.cgi.set_nas.samba.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57185
Wavlink.AC3000.nas.cgi.set_smb_cfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57184
Wavlink.AC3000.openvpn_client_setup.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57176
Wavlink.AC3000.wireless.cgi.AddMac.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57178
SheetRAT.Botnet,https://www.fortiguard.com/encyclopedia/ips/57095
Wavlink.AC3000.adm.cgi.rep_as_bridge.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57169
Wavlink.AC3000.adm.cgi.rep_as_router.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57141
Wavlink.AC3000.adm.cgi.restart_hour.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57147
Wavlink.AC3000.adm.cgi.restart_min.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57148
Wavlink.AC3000.adm.cgi.restart_week.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57149
Wavlink.AC3000.adm.cgi.set_TR069.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57151
Wavlink.AC3000.adm.cgi.set_ledonoff.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57170
Wavlink.AC3000.adm.cgi.set_sys_adm.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57158
Wavlink.AC3000.adm.cgi.set_wzdap.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57157
Wavlink.AC3000.adm.cgi.set_wzdgw4G.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57168
Wavlink.AC3000.firewall.iptablesWebsFilterRun.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57146
Wavlink.AC3000.internet.cgi.set_add_routing.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57150
Wavlink.AC3000.login.cgi.Goto_chidx.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/57145
Wavlink.AC3000.login.cgi.set_lang_CountryCode.XSS,https://www.fortiguard.com/encyclopedia/ips/57156
Wavlink.AC3000.nas.cgi.remove_dir.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57140
Docassemble.interview.Arbitrary.File.Read,https://www.fortiguard.com/encyclopedia/ips/57065
WordPress.Plugin.Tutor.LMS.rating_filter.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57066
ABB.Cylon.ASPECT.ethernetUpdate.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/57054
Oracle.WebLogic.Server.CVE-2024-21006.JNDI.Injection,https://www.fortiguard.com/encyclopedia/ips/57043
CyberPanel.submitWebsiteCreation.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57052
MS.Windows.CVE-2019-1347.DoS,https://www.fortiguard.com/encyclopedia/ips/57050
TOTOLINK.A3002R.formWsc.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57048
TP-Link.Archer.Devices.tmp_get_sites.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57042
WordPress.Collapsing.Categories.Plugin.taxonomy.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/57049
Cisco.ASA.FTD.CVE-2020-3259.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57038
EnGenius.Devices.ajax_getChannelList.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57040
EnGenius.Devices.diag_nslookup.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57039
TOTOLINK.EX200.getEasyWizardCfg.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57034
TOTOLINK.EX200.getSysStatusCfg.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57036
TOTOLINK.EX200.getWiFiExtenderConfig.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/57037
Victure.RX1800.Dual_freq_un_apple.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57028
Victure.RX1800.luci_admin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57029
Clinics.PMS.users.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57018
D-Link.DIR-619L.formLanguageChange.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/56973
EnGenius.Devices.diag_ping6.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/57026
